DeliveryID,OrderID,CustomerName,DeliveryDate,DriverID,RestaurantID,DeliveryStatus,PaymentMethod,DeliveryAddress,CustomerPhone
877,3988,David Brown,2025-05-26,5,33,Delivered,Cash,Address_964,4820898751
878,5871,Sarah Jones,2025-05-27,82,22,Cancelled,Cash,Address_120,4724951207
879,2191,Emma Brown,2025-05-28,83,46,Pending,Online Payment,Address_144,4060928413
880,2864,Olivia Taylor,2025-05-29,42,4,Delivered,Credit Card,Address_687,6248600286
881,2819,Michael Davis,2025-05-30,18,50,Pending,Online Payment,Address_575,7669468857
882,2021,Michael Davis,2025-05-31,53,42,Pending,Cash,Address_470,3459476410
883,8603,John Miller,2025-06-01,51,21,Cancelled,Credit Card,Address_499,4501583112
884,3185,David Smith,2025-06-02,86,26,Cancelled,Online Payment,Address_824,3980772577
885,3513,Olivia Doe,2025-06-03,19,49,Pending,Online Payment,Address_473,3689553338
886,1610,Emma Moore,2025-06-04,41,46,Delivered,Credit Card,Address_297,6418490552
887,3638,Daniel Moore,2025-06-05,84,36,Pending,Cash,Address_225,6494228103
888,4461,Olivia Taylor,2025-06-06,82,41,Cancelled,Cash,Address_702,2855740061
889,2679,Michael Smith,2025-06-07,11,12,Cancelled,Cash,Address_136,4276572466
890,1495,Emma Moore,2025-06-08,59,30,Cancelled,Online Payment,Address_593,8375071665
891,4801,Daniel Jones,2025-06-09,53,8,Delivered,Online Payment,Address_903,5584357487
892,4639,William Miller,2025-06-10,35,42,Delivered,Credit Card,Address_824,1278568347
893,2961,Michael Miller,2025-06-11,56,41,Delivered,Online Payment,Address_895,4979595697
894,8125,John Taylor,2025-06-12,51,19,Delivered,Credit Card,Address_613,2854388627
895,2421,Emily Miller,2025-06-13,30,42,Pending,Cash,Address_208,1378386595
896,9174,Emma Miller,2025-06-14,7,25,Cancelled,Cash,Address_862,9389099833
897,6616,Daniel Smith,2025-06-15,53,16,Cancelled,Credit Card,Address_993,0173593980
898,1216,Emma Doe,2025-06-16,89,29,Delivered,Credit Card,Address_711,9921132042
899,3757,Michael Jones,2025-06-17,99,43,Delivered,Online Payment,Address_502,8291673350
900,7333,Sarah Miller,2025-06-18,92,24,Delivered,Cash,Address_803,8248229787
901,3842,Emma Brown,2025-06-19,63,20,Delivered,Credit Card,Address_195,9606325481
902,6307,Daniel Wilson,2025-06-20,46,27,Cancelled,Credit Card,Address_826,3005029564
903,3378,William Moore,2025-06-21,77,30,Delivered,Online Payment,Address_570,6697665891
904,1443,Sarah Jones,2025-06-22,78,9,Delivered,Credit Card,Address_265,8411040821
905,1369,William Doe,2025-06-23,14,25,Delivered,Online Payment,Address_497,8832039337
906,6335,John Wilson,2025-06-24,41,28,Cancelled,Online Payment,Address_992,7665876452
907,9385,Michael Wilson,2025-06-25,51,17,Cancelled,Cash,Address_178,1468014465
908,8210,David Davis,2025-06-26,45,9,Cancelled,Credit Card,Address_853,5430286907
909,5732,David Moore,2025-06-27,68,27,Pending,Cash,Address_70,8877867945
910,8312,Olivia Wilson,2025-06-28,34,23,Cancelled,Cash,Address_612,0290186013
911,1071,Michael Smith,2025-06-29,9,32,Delivered,Cash,Address_903,9777898886
912,6886,Olivia Jones,2025-06-30,31,33,Cancelled,Cash,Address_803,6877259471
913,2516,Emma Wilson,2025-07-01,50,12,Pending,Cash,Address_431,1036515073
914,2216,John Taylor,2025-07-02,26,20,Pending,Cash,Address_521,0837809564
915,6994,Emily Brown,2025-07-03,95,13,Pending,Cash,Address_564,3590655297
916,5472,Sarah Miller,2025-07-04,29,18,Delivered,Online Payment,Address_442,6500414851
917,5948,Emma Miller,2025-07-05,17,47,Pending,Credit Card,Address_729,7646905145
918,7169,Daniel Taylor,2025-07-06,12,15,Pending,Online Payment,Address_687,7581632967
919,1462,William Wilson,2025-07-07,95,26,Pending,Credit Card,Address_918,7972290987
920,8645,Olivia Wilson,2025-07-08,10,11,Cancelled,Online Payment,Address_944,2845015019
921,4885,William Smith,2025-07-09,73,43,Cancelled,Online Payment,Address_705,7972657369
922,6693,Jane Moore,2025-07-10,68,34,Pending,Online Payment,Address_625,7375453868
923,3683,Jane Miller,2025-07-11,4,20,Delivered,Online Payment,Address_319,0554222715
924,2611,Sarah Johnson,2025-07-12,40,5,Delivered,Cash,Address_106,2929681978
925,8751,Sarah Doe,2025-07-13,20,23,Pending,Online Payment,Address_269,8737220107
926,9069,William Jones,2025-07-14,2,45,Pending,Credit Card,Address_101,2543782111
927,3156,David Smith,2025-07-15,11,9,Delivered,Cash,Address_288,0813198223
928,3088,Emily Moore,2025-07-16,18,46,Delivered,Online Payment,Address_637,5972358109
929,8191,John Brown,2025-07-17,13,50,Cancelled,Online Payment,Address_551,0542953892
930,2840,Emily Doe,2025-07-18,86,42,Cancelled,Online Payment,Address_496,1528555825
931,2617,William Davis,2025-07-19,67,8,Delivered,Credit Card,Address_930,3867855057
932,3003,Emily Jones,2025-07-20,61,32,Pending,Credit Card,Address_651,6157398882
933,7023,David Moore,2025-07-21,21,15,Delivered,Cash,Address_471,3341871401
934,8736,Michael Jones,2025-07-22,94,37,Delivered,Cash,Address_90,0512047284
935,8668,Emily Taylor,2025-07-23,54,9,Cancelled,Online Payment,Address_678,9820016297
936,9904,John Smith,2025-07-24,43,1,Cancelled,Online Payment,Address_144,0836410012
937,3034,Jane Davis,2025-07-25,85,23,Cancelled,Online Payment,Address_936,7082349141
938,8379,Daniel Wilson,2025-07-26,12,34,Cancelled,Cash,Address_766,2534475861
939,1236,Emily Wilson,2025-07-27,72,33,Delivered,Online Payment,Address_454,2677761040
940,5790,David Smith,2025-07-28,12,5,Cancelled,Credit Card,Address_631,6495866763
941,5573,Jane Jones,2025-07-29,87,14,Cancelled,Credit Card,Address_862,6903502846
942,7954,Sarah Moore,2025-07-30,94,16,Delivered,Cash,Address_631,6582164216
943,1451,Jane Moore,2025-07-31,40,14,Pending,Cash,Address_364,4209225477
944,3780,Emily Jones,2025-08-01,51,1,Delivered,Credit Card,Address_494,4048209144
945,1695,Emily Smith,2025-08-02,39,35,Delivered,Credit Card,Address_12,2453998187
946,4776,Daniel Smith,2025-08-03,28,21,Delivered,Online Payment,Address_661,8423023845
947,2276,Sarah Jones,2025-08-04,79,50,Cancelled,Online Payment,Address_648,6564018733
948,7009,Emma Wilson,2025-08-05,28,9,Cancelled,Credit Card,Address_452,6576947261
949,8024,Emily Johnson,2025-08-06,96,25,Pending,Cash,Address_935,2563028753
950,7309,Daniel Smith,2025-08-07,90,31,Pending,Credit Card,Address_82,2106907484
951,2700,Daniel Brown,2025-08-08,24,45,Delivered,Cash,Address_709,5954075330
952,2888,Jane Smith,2025-08-09,19,47,Delivered,Online Payment,Address_412,9112644083
953,1534,Olivia Moore,2025-08-10,28,38,Cancelled,Online Payment,Address_573,7830136713
954,9313,David Doe,2025-08-11,95,34,Pending,Online Payment,Address_835,4138343489
955,5673,David Davis,2025-08-12,30,19,Pending,Online Payment,Address_929,8960531619
956,7909,Emma Davis,2025-08-13,86,8,Cancelled,Credit Card,Address_269,8900836642
957,1833,Olivia Moore,2025-08-14,86,25,Pending,Cash,Address_99,7965045727
958,5461,Sarah Taylor,2025-08-15,53,40,Cancelled,Online Payment,Address_722,1800965326
959,5100,David Davis,2025-08-16,32,13,Pending,Cash,Address_610,4627498957
960,1793,Olivia Davis,2025-08-17,74,25,Cancelled,Cash,Address_604,2896401551
961,2318,Michael Johnson,2025-08-18,91,47,Pending,Online Payment,Address_111,8730695079
962,3963,Emily Doe,2025-08-19,59,45,Cancelled,Credit Card,Address_520,7169621276
963,8963,Sarah Davis,2025-08-20,17,11,Delivered,Cash,Address_495,2384747252
964,1404,Daniel Johnson,2025-08-21,17,13,Delivered,Credit Card,Address_728,1513756332
965,5435,Olivia Moore,2025-08-22,53,49,Pending,Credit Card,Address_63,0614847573
966,9586,Olivia Miller,2025-08-23,56,50,Delivered,Cash,Address_298,4325872923
967,3742,Emma Jones,2025-08-24,55,42,Delivered,Online Payment,Address_483,1575509721
968,7804,William Davis,2025-08-25,41,21,Cancelled,Credit Card,Address_956,2755746842
969,3122,Emily Doe,2025-08-26,87,23,Pending,Online Payment,Address_376,4898174312
970,2871,Emily Moore,2025-08-27,47,9,Delivered,Credit Card,Address_795,8183470214
971,5939,John Jones,2025-08-28,55,38,Delivered,Online Payment,Address_237,3166888348
972,8224,John Brown,2025-08-29,34,36,Pending,Online Payment,Address_917,0099861621
973,3739,Jane Wilson,2025-08-30,62,17,Cancelled,Online Payment,Address_284,0224392868
974,9231,Jane Moore,2025-08-31,3,23,Pending,Cash,Address_554,9800005384
975,4184,Emma Doe,2025-09-01,74,29,Cancelled,Credit Card,Address_27,7914332792
976,3727,Emily Davis,2025-09-02,68,3,Pending,Cash,Address_39,1328034591
977,1451,Daniel Wilson,2025-09-03,10,47,Pending,Online Payment,Address_986,9587615035
978,7945,Emily Davis,2025-09-04,55,38,Delivered,Credit Card,Address_713,1652559462
979,8336,Emma Johnson,2025-09-05,79,24,Pending,Credit Card,Address_714,7076016997
980,1728,William Moore,2025-09-06,92,34,Cancelled,Cash,Address_201,2208108057
981,1992,John Davis,2025-09-07,47,29,Pending,Cash,Address_546,8753725716
982,6119,Olivia Doe,2025-09-08,42,10,Pending,Online Payment,Address_357,6093762734
983,5720,Michael Miller,2025-09-09,5,21,Cancelled,Online Payment,Address_556,4404869472
984,5873,John Smith,2025-09-10,49,39,Pending,Online Payment,Address_970,0348028437
985,4073,Sarah Smith,2025-09-11,52,42,Cancelled,Cash,Address_919,0717031504
986,9886,John Doe,2025-09-12,73,8,Pending,Online Payment,Address_677,1017411393
987,7089,Emily Brown,2025-09-13,16,27,Pending,Cash,Address_494,9628055581
988,7253,Olivia Wilson,2025-09-14,18,1,Delivered,Online Payment,Address_34,8193578050
989,2192,Daniel Miller,2025-09-15,38,10,Delivered,Cash,Address_648,5608676516
990,8316,Michael Moore,2025-09-16,12,6,Delivered,Cash,Address_604,2635805387
991,9630,Michael Jones,2025-09-17,89,31,Delivered,Cash,Address_480,8439963012
992,4084,William Taylor,2025-09-18,83,10,Pending,Online Payment,Address_34,3963524371
993,9057,Emma Johnson,2025-09-19,76,22,Pending,Cash,Address_120,4438944352
994,3049,Michael Miller,2025-09-20,98,37,Delivered,Credit Card,Address_641,7755198320
995,2509,Jane Miller,2025-09-21,28,46,Cancelled,Online Payment,Address_321,4089742362
996,9442,William Johnson,2025-09-22,70,4,Cancelled,Credit Card,Address_475,5620758344
997,8139,Jane Brown,2025-09-23,69,42,Cancelled,Credit Card,Address_284,5568346301
998,3841,John Johnson,2025-09-24,39,32,Delivered,Credit Card,Address_645,6706007475
999,4418,John Brown,2025-09-25,95,24,Cancelled,Online Payment,Address_93,9987906019
1000,3541,John Brown,2025-09-26,37,45,Pending,Cash,Address_752,7317317325
1001,3261,John Jones,2025-09-27,70,37,Cancelled,Credit Card,Address_567,4641934323
1002,6396,Olivia Johnson,2025-09-28,87,32,Pending,Online Payment,Address_17,5000763593
1003,3898,Michael Wilson,2025-09-29,24,27,Cancelled,Cash,Address_92,8624805196
1004,9335,Michael Moore,2025-09-30,57,2,Cancelled,Online Payment,Address_268,2106830238
1005,8803,Olivia Johnson,2025-10-01,49,24,Pending,Online Payment,Address_503,7873754974
1006,7171,David Miller,2025-10-02,27,48,Delivered,Cash,Address_830,7816475020
1007,7851,Jane Brown,2025-10-03,30,37,Pending,Cash,Address_971,5025229203
1008,2190,Emma Davis,2025-10-04,62,38,Pending,Cash,Address_551,9946915454
1009,5679,Daniel Taylor,2025-10-05,58,36,Cancelled,Credit Card,Address_393,2841984443
1010,1026,John Davis,2025-10-06,78,37,Cancelled,Credit Card,Address_793,9697585564
1011,1219,Olivia Moore,2025-10-07,56,25,Pending,Credit Card,Address_748,5989150218
1012,5585,Sarah Smith,2025-10-08,64,17,Delivered,Credit Card,Address_820,8631619561
1013,5397,William Smith,2025-10-09,63,41,Delivered,Online Payment,Address_530,3404031398
1014,3315,William Taylor,2025-10-10,41,13,Delivered,Credit Card,Address_345,8031920522
1015,7715,Jane Davis,2025-10-11,52,1,Delivered,Online Payment,Address_310,3175955023
1016,8906,Daniel Doe,2025-10-12,57,4,Delivered,Credit Card,Address_697,0237390781
1017,9157,Daniel Taylor,2025-10-13,4,11,Cancelled,Cash,Address_872,8655665635
1018,3954,Olivia Moore,2025-10-14,13,42,Pending,Online Payment,Address_884,9989473907
1019,2870,John Smith,2025-10-15,83,12,Pending,Cash,Address_166,2509042385
1020,9045,William Brown,2025-10-16,87,48,Delivered,Online Payment,Address_583,5746244562
1021,5727,John Smith,2025-10-17,50,15,Delivered,Credit Card,Address_261,3784045788
1022,7752,Olivia Davis,2025-10-18,42,35,Delivered,Credit Card,Address_103,6439791278
1023,2969,Emily Taylor,2025-10-19,69,23,Pending,Cash,Address_704,6225521920
1024,7821,Daniel Moore,2025-10-20,34,10,Pending,Credit Card,Address_52,9767280057
1025,4840,William Wilson,2025-10-21,7,45,Pending,Credit Card,Address_370,8174591533
1026,7198,John Jones,2025-10-22,3,8,Cancelled,Cash,Address_349,5121579355
1027,6513,Emma Smith,2025-10-23,85,24,Pending,Online Payment,Address_427,5262985638
1028,5944,William Jones,2025-10-24,69,21,Pending,Cash,Address_772,8105390345
1029,4401,Emily Moore,2025-10-25,72,20,Pending,Credit Card,Address_156,5439474282
1030,8514,Emma Smith,2025-10-26,87,29,Delivered,Cash,Address_143,6361311459
1031,7477,Emma Doe,2025-10-27,76,40,Pending,Online Payment,Address_79,8716928768
1032,9222,Daniel Wilson,2025-10-28,28,46,Pending,Cash,Address_569,8159775848
1033,8928,William Doe,2025-10-29,69,49,Delivered,Credit Card,Address_632,3253183951
1034,1213,Jane Johnson,2025-10-30,53,33,Cancelled,Online Payment,Address_344,4893110492
1035,3604,Olivia Johnson,2025-10-31,54,26,Pending,Credit Card,Address_405,3958469575
1036,5726,William Smith,2025-11-01,24,44,Delivered,Online Payment,Address_728,1824175305
1037,6613,Jane Brown,2025-11-02,93,44,Pending,Credit Card,Address_193,9143650713
1038,8811,Olivia Jones,2025-11-03,3,50,Pending,Online Payment,Address_381,5915488876
1039,1271,Sarah Jones,2025-11-04,69,39,Cancelled,Online Payment,Address_854,6668763855
1040,6571,William Jones,2025-11-05,41,26,Delivered,Credit Card,Address_317,3245256074
1041,5675,Sarah Davis,2025-11-06,4,6,Delivered,Credit Card,Address_588,9356525041
1042,7276,Emily Miller,2025-11-07,12,11,Pending,Online Payment,Address_730,1360072832
1043,3743,William Wilson,2025-11-08,55,31,Delivered,Cash,Address_641,3731601712
1044,2357,William Taylor,2025-11-09,86,32,Pending,Cash,Address_284,0611453739
1045,9888,Sarah Brown,2025-11-10,33,14,Cancelled,Online Payment,Address_440,8832847978
1046,4819,David Brown,2025-11-11,40,19,Pending,Credit Card,Address_182,9244450226
1047,7857,Sarah Smith,2025-11-12,58,19,Cancelled,Online Payment,Address_218,7119034877
1048,2659,Sarah Johnson,2025-11-13,97,16,Delivered,Online Payment,Address_314,8768721497
1049,1777,John Davis,2025-11-14,98,4,Delivered,Cash,Address_31,8939664053
1050,7029,Jane Davis,2025-11-15,68,41,Delivered,Credit Card,Address_350,2827110548
1051,4316,Jane Wilson,2025-11-16,93,4,Cancelled,Credit Card,Address_344,7342830110
1052,4290,Michael Miller,2025-11-17,90,23,Pending,Cash,Address_747,7184415152
1053,4416,Sarah Wilson,2025-11-18,20,18,Delivered,Cash,Address_885,7903407694
1054,5916,Emma Jones,2025-11-19,97,21,Cancelled,Credit Card,Address_620,9701433824
1055,5737,Emma Smith,2025-11-20,70,20,Pending,Credit Card,Address_584,2005882133
1056,9938,Emma Doe,2025-11-21,67,33,Cancelled,Cash,Address_323,0649649594
1057,4764,Jane Jones,2025-11-22,93,10,Delivered,Credit Card,Address_336,3536431931
1058,8117,Emily Taylor,2025-11-23,20,31,Pending,Online Payment,Address_13,9535868497
1059,4342,Sarah Taylor,2025-11-24,100,24,Pending,Online Payment,Address_446,0956803050
1060,4374,Daniel Moore,2025-11-25,84,14,Cancelled,Cash,Address_75,7788404086
1061,4468,Olivia Moore,2025-11-26,44,11,Cancelled,Online Payment,Address_515,7942091744
1062,4612,David Brown,2025-11-27,63,27,Pending,Credit Card,Address_695,1461052093
1063,1127,Olivia Brown,2025-11-28,85,48,Delivered,Online Payment,Address_133,6810229022
1064,6898,Jane Johnson,2025-11-29,39,45,Delivered,Online Payment,Address_708,4421151339
1065,2726,Jane Jones,2025-11-30,62,41,Cancelled,Credit Card,Address_6,5067245951
1066,7940,Emma Wilson,2025-12-01,35,38,Pending,Cash,Address_856,0286754950
1067,3998,Jane Johnson,2025-12-02,98,33,Cancelled,Online Payment,Address_494,6142246025
1068,8803,Sarah Moore,2025-12-03,92,33,Pending,Cash,Address_165,3014076007
1069,1370,Michael Johnson,2025-12-04,38,15,Cancelled,Online Payment,Address_507,9773533457
1070,4149,Olivia Johnson,2025-12-05,16,42,Cancelled,Cash,Address_248,3411192063
1071,8328,Michael Jones,2025-12-06,18,10,Delivered,Credit Card,Address_757,9828616184
1072,2019,William Wilson,2025-12-07,15,16,Delivered,Credit Card,Address_388,9617698045
1073,1392,John Smith,2025-12-08,8,7,Pending,Cash,Address_747,9471223381
1074,6306,David Brown,2025-12-09,45,47,Cancelled,Credit Card,Address_793,4432550145
1075,9029,John Moore,2025-12-10,3,31,Delivered,Cash,Address_432,9552325537
1076,8374,Daniel Davis,2025-12-11,12,3,Pending,Cash,Address_294,0795284893
1077,6072,Olivia Brown,2025-12-12,51,38,Pending,Cash,Address_883,3255189540
1078,6660,Sarah Moore,2025-12-13,3,44,Pending,Credit Card,Address_442,9746395565
1079,8823,Olivia Jones,2025-12-14,86,22,Cancelled,Cash,Address_268,1756393708
1080,1882,David Taylor,2025-12-15,65,49,Cancelled,Online Payment,Address_588,7061858834
1081,3464,Olivia Taylor,2025-12-16,72,35,Cancelled,Credit Card,Address_137,2245079227
1082,2149,Daniel Brown,2025-12-17,73,6,Delivered,Cash,Address_836,5851865684
1083,5462,William Wilson,2025-12-18,20,35,Pending,Online Payment,Address_580,3099773241
1084,8828,Emma Miller,2025-12-19,32,6,Delivered,Cash,Address_306,6870608673
1085,6503,Michael Brown,2025-12-20,1,21,Cancelled,Cash,Address_587,2465599223
1086,9599,Emily Jones,2025-12-21,39,10,Pending,Online Payment,Address_520,8429426786
1087,9359,John Davis,2025-12-22,93,41,Delivered,Credit Card,Address_290,5832651188
1088,2363,David Jones,2025-12-23,49,16,Pending,Credit Card,Address_852,1607699155
1089,5469,Emily Johnson,2025-12-24,63,17,Delivered,Online Payment,Address_255,7986436438
1090,7385,David Smith,2025-12-25,36,22,Delivered,Online Payment,Address_443,9234031990
1091,4102,Emma Davis,2025-12-26,55,21,Delivered,Cash,Address_78,1684844470
1092,8377,William Davis,2025-12-27,78,9,Pending,Cash,Address_799,0093866009
1093,6064,Emily Moore,2025-12-28,91,15,Cancelled,Cash,Address_518,6880581292
1094,5453,Michael Miller,2025-12-29,10,48,Pending,Cash,Address_830,2904901284
1095,5318,Emma Miller,2025-12-30,96,11,Delivered,Credit Card,Address_826,8217467191
1096,2303,Olivia Jones,2025-12-31,50,14,Pending,Online Payment,Address_221,2847263922
1097,2431,Emma Wilson,2026-01-01,7,21,Cancelled,Cash,Address_971,1781481263
1098,4972,David Miller,2026-01-02,11,33,Cancelled,Cash,Address_958,2814090569
1099,7236,Sarah Johnson,2026-01-03,62,35,Pending,Online Payment,Address_352,8972575669
1100,3553,Emily Jones,2026-01-04,67,39,Pending,Online Payment,Address_199,9617855859
1101,6628,Jane Johnson,2026-01-05,94,24,Cancelled,Credit Card,Address_632,5441604475
1102,8348,Olivia Brown,2026-01-06,32,31,Delivered,Cash,Address_888,0217133605
1103,4190,David Smith,2026-01-07,8,1,Delivered,Credit Card,Address_70,6740808253
1104,1236,Jane Jones,2026-01-08,13,7,Cancelled,Credit Card,Address_481,1314355632
1105,6114,Olivia Moore,2026-01-09,56,37,Delivered,Online Payment,Address_835,1766547629
1106,3810,Sarah Jones,2026-01-10,13,45,Delivered,Online Payment,Address_563,9623470733
1107,7412,Daniel Miller,2026-01-11,72,6,Pending,Credit Card,Address_316,1123529668
1108,7594,Olivia Jones,2026-01-12,79,48,Delivered,Credit Card,Address_609,0807326808
1109,1668,Jane Davis,2026-01-13,43,8,Delivered,Credit Card,Address_919,5676852947
1110,8437,David Moore,2026-01-14,41,32,Cancelled,Cash,Address_456,7740778594
1111,8561,Jane Jones,2026-01-15,82,8,Cancelled,Cash,Address_864,6854424692
1112,4292,Olivia Moore,2026-01-16,54,49,Delivered,Credit Card,Address_308,4264385935
1113,7089,John Jones,2026-01-17,99,28,Delivered,Cash,Address_244,0671867848
1114,6565,John Wilson,2026-01-18,53,25,Pending,Cash,Address_99,5079913683
1115,1443,Daniel Davis,2026-01-19,66,37,Cancelled,Online Payment,Address_140,7821533551
1116,3299,John Taylor,2026-01-20,98,31,Delivered,Credit Card,Address_172,4453431642
1117,7538,Sarah Taylor,2026-01-21,76,18,Cancelled,Cash,Address_631,4787506985
1118,4117,Emma Brown,2026-01-22,94,11,Delivered,Cash,Address_701,3100163467
1119,2421,David Taylor,2026-01-23,31,23,Cancelled,Credit Card,Address_142,2787735350
1120,9423,Daniel Brown,2026-01-24,95,18,Delivered,Credit Card,Address_700,2847773594
1121,4714,Daniel Johnson,2026-01-25,92,33,Pending,Credit Card,Address_29,7145118951
1122,2953,Michael Jones,2026-01-26,26,13,Cancelled,Cash,Address_659,3458884137
1123,6831,Jane Davis,2026-01-27,3,18,Delivered,Cash,Address_582,5229773908
1124,6722,William Wilson,2026-01-28,56,20,Cancelled,Credit Card,Address_983,1081859948
1125,4534,John Miller,2026-01-29,49,39,Delivered,Online Payment,Address_651,7709592015
1126,9186,Sarah Davis,2026-01-30,70,25,Cancelled,Credit Card,Address_665,4738391515
1127,1918,John Jones,2026-01-31,83,10,Delivered,Online Payment,Address_348,8145902466
1128,6529,Emma Brown,2026-02-01,27,10,Cancelled,Credit Card,Address_319,7248040193
1129,4163,William Taylor,2026-02-02,52,16,Cancelled,Cash,Address_152,2361735733
1130,2015,Emma Smith,2026-02-03,68,11,Pending,Cash,Address_573,2735212077
1131,7076,Sarah Doe,2026-02-04,33,5,Pending,Cash,Address_643,6279621678
1132,8443,David Miller,2026-02-05,84,45,Delivered,Cash,Address_553,6737478452
1133,9908,John Taylor,2026-02-06,73,19,Cancelled,Online Payment,Address_137,3768567076
1134,5931,William Doe,2026-02-07,28,28,Delivered,Credit Card,Address_118,9800082402
1135,5783,William Doe,2026-02-08,73,11,Delivered,Online Payment,Address_167,5042551976
1136,9650,Sarah Moore,2026-02-09,98,31,Pending,Credit Card,Address_955,0111580252
1137,6832,David Miller,2026-02-10,58,13,Cancelled,Credit Card,Address_969,2420685708
1138,1855,Olivia Davis,2026-02-11,8,44,Pending,Credit Card,Address_813,1618252682
1139,9429,Jane Jones,2026-02-12,25,4,Cancelled,Credit Card,Address_274,9695088956
1140,3509,Michael Taylor,2026-02-13,24,37,Delivered,Credit Card,Address_315,9606242178
1141,8821,Michael Smith,2026-02-14,49,5,Cancelled,Credit Card,Address_584,0966944000
1142,1124,Daniel Brown,2026-02-15,34,42,Cancelled,Credit Card,Address_686,1602860769
1143,5865,Emily Doe,2026-02-16,88,37,Pending,Online Payment,Address_564,9659057575
1144,2542,Emily Johnson,2026-02-17,19,13,Pending,Online Payment,Address_75,7946763089
1145,5824,William Moore,2026-02-18,32,34,Cancelled,Online Payment,Address_544,4738883323
1146,3630,Jane Jones,2026-02-19,66,45,Cancelled,Cash,Address_267,8853923284
1147,7955,Sarah Wilson,2026-02-20,64,45,Delivered,Online Payment,Address_889,8448614253
1148,1898,Emily Taylor,2026-02-21,64,9,Pending,Cash,Address_218,9742909017
1149,3528,Sarah Jones,2026-02-22,48,8,Pending,Online Payment,Address_207,1298265404
1150,3202,Olivia Jones,2026-02-23,1,18,Pending,Credit Card,Address_223,8668498918
1151,6551,Sarah Wilson,2026-02-24,97,4,Cancelled,Online Payment,Address_200,2352473474
1152,4586,Emma Taylor,2026-02-25,98,23,Delivered,Cash,Address_402,0730854597
1153,6833,Olivia Taylor,2026-02-26,94,26,Pending,Online Payment,Address_647,6772625667
1154,9339,Emily Doe,2026-02-27,5,30,Pending,Cash,Address_666,0635615699
1155,1342,Emma Davis,2026-02-28,75,45,Delivered,Online Payment,Address_833,1804012143
1156,6896,David Brown,2026-03-01,38,43,Delivered,Cash,Address_384,8386278371
1157,9900,Daniel Jones,2026-03-02,40,5,Delivered,Cash,Address_208,0536498718
1158,9207,William Taylor,2026-03-03,91,35,Pending,Online Payment,Address_210,0514641684
1159,9783,Daniel Moore,2026-03-04,47,16,Pending,Credit Card,Address_971,5195435760
1160,2107,Sarah Wilson,2026-03-05,71,30,Delivered,Cash,Address_642,8139474145
1161,8947,Olivia Wilson,2026-03-06,24,27,Cancelled,Credit Card,Address_53,4455375668
1162,4822,Daniel Moore,2026-03-07,88,5,Pending,Credit Card,Address_261,8571042330
1163,3927,Jane Davis,2026-03-08,45,1,Delivered,Cash,Address_79,7981918223
1164,9777,Jane Miller,2026-03-09,69,2,Pending,Online Payment,Address_762,2707491118
1165,6021,William Jones,2026-03-10,67,26,Pending,Credit Card,Address_451,4291416681
1166,9126,Sarah Miller,2026-03-11,41,6,Delivered,Cash,Address_706,4601282813
1167,7440,David Smith,2026-03-12,84,12,Cancelled,Online Payment,Address_612,3832269326
1168,9521,John Jones,2026-03-13,9,39,Pending,Cash,Address_117,4855561760
1169,8638,Olivia Taylor,2026-03-14,88,25,Delivered,Online Payment,Address_260,3068094043
1170,2665,Sarah Miller,2026-03-15,37,16,Pending,Online Payment,Address_909,3734039751
1171,4359,Olivia Wilson,2026-03-16,2,24,Pending,Online Payment,Address_879,5419482396
1172,7736,David Davis,2026-03-17,30,49,Pending,Online Payment,Address_821,6786247236
1173,1768,John Taylor,2026-03-18,16,17,Pending,Credit Card,Address_149,4022989919
1174,3864,William Doe,2026-03-19,22,27,Delivered,Cash,Address_27,1298598265
1175,5712,William Moore,2026-03-20,85,8,Delivered,Cash,Address_943,1900656165
1176,3726,John Brown,2026-03-21,90,32,Delivered,Credit Card,Address_804,8742035792
1177,2920,Michael Moore,2026-03-22,76,42,Delivered,Online Payment,Address_117,2879351568
1178,1659,Emily Doe,2026-03-23,95,1,Delivered,Online Payment,Address_444,9393509496
1179,2287,David Smith,2026-03-24,45,34,Pending,Online Payment,Address_525,1823454490
1180,3411,Michael Doe,2026-03-25,11,42,Delivered,Online Payment,Address_938,5670898369
1181,1719,David Taylor,2026-03-26,43,1,Cancelled,Credit Card,Address_308,0082621157
1182,7126,David Johnson,2026-03-27,57,49,Delivered,Cash,Address_51,7835913036
1183,9996,Sarah Davis,2026-03-28,78,14,Pending,Cash,Address_442,3035568908
1184,1551,Michael Doe,2026-03-29,20,41,Cancelled,Credit Card,Address_586,7535853608
1185,3893,Jane Moore,2026-03-30,93,7,Delivered,Cash,Address_682,5745534958
1186,8824,Michael Moore,2026-03-31,5,50,Delivered,Online Payment,Address_1,3781977103
1187,3362,William Doe,2026-04-01,87,8,Cancelled,Cash,Address_680,6268170732
1188,7291,Olivia Johnson,2026-04-02,78,46,Cancelled,Cash,Address_409,1406424835
1189,2782,Olivia Doe,2026-04-03,99,9,Cancelled,Online Payment,Address_637,9262238558
1190,4163,Daniel Jones,2026-04-04,31,13,Pending,Credit Card,Address_773,7059169136
1191,1147,William Moore,2026-04-05,47,32,Delivered,Online Payment,Address_850,8536038404
1192,8320,Emma Johnson,2026-04-06,93,19,Pending,Online Payment,Address_717,9323736189
1193,9217,David Wilson,2026-04-07,17,18,Delivered,Cash,Address_286,3132948320
